diagnosis,group,snomed_code,snomed_code_name
Angina pectoris,Ischaemic heart disease,791000119109,Angina due to type 2 diabetes mellitus
Angina pectoris,Ischaemic heart disease,85284003,"Angina, class III (disorder)"
Angina pectoris,Ischaemic heart disease,87343002,Prinzmetal angina (disorder)
Angina pectoris,Ischaemic heart disease,89323001,"Angina, class IV (disorder)"
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,14336007,Ruptured abdominal aortic aneurysm (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,195258006,Thoracic aortic aneurysm which has ruptured (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,195265003,"Thoracoabdominal aortic aneurysm, ruptured (disorder)"
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,195268001,Leaking abdominal aortic aneurysm (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,314184006,Ruptured suprarenal aortic aneurysm (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,448528000,Aneurysm of aortic sinus of Valsalva with rupture to pericardial cavity (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,448723007,Aneurysm of aortic sinus of Valsalva with rupture to left atrium (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,448724001,Aneurysm of aortic sinus of Valsalva with rupture to left ventricle (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,448744007,Aneurysm of aortic sinus of Valsalva with rupture to pulmonary artery (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,448745008,Aneurysm of aortic sinus of Valsalva with rupture to right atrium (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,448746009,Aneurysm of aortic sinus of Valsalva with rupture to right ventricle (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,73067008,Ruptured aortic aneurysm (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,735575007,Perforation of thoracic aorta co-occurrent and due to aneurysm of thoracic aorta (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,735576008,Perforation of abdominal aorta co-occurrent and due to aneurysm of abdominal aorta (disorder)
"Aortic aneurysm, ruptured",Aneurysm and dissection of specified arteries,735577004,Perforation of thoracoabdominal aorta co-occurrent and due to aneurysm of thoracoabdominal aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,1204193005,Aneurysm of aorta due to congenital heart disease (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,12232008,Syphilitic aneurysm of aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,16972009,Congenital aneurysm of aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,195268001,Leaking abdominal aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,233984007,Thoracoabdominal aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,233985008,Abdominal aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,253646008,Congenital aneurysm of ascending aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,2831000119107,Aneurysm of descending thoracic aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,314185007,Juxtarenal aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,314186008,Inflammatory abdominal aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,315295003,Recurrent abdominal aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,425771001,Enlarging abdominal aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,425963007,Aneurysm of ascending aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,426270006,Aneurysm of suprarenal aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,426948001,Aneurysm of descending aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,427490006,Aneurysm of supraceliac aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,433068007,Aneurysm of thoracic aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,444569004,Aneurysm of infrarenal abdominal aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,445284003,Aortic sinus of Valsalva aneurysm from noncoronary sinus (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,445285002,Aortic sinus of Valsalva aneurysm from left coronary sinus (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,445286001,Aortic sinus of Valsalva aneurysm from right coronary sinus (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448098001,Aneurysm of aortic sinus of Valsalva with protrusion into pulmonary artery (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448099009,Aneurysm of aortic sinus of Valsalva with protrusion into right atrium (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448100001,Aneurysm of aortic sinus of Valsalva with protrusion into right ventricle (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448115000,Aneurysm of aortic sinus of Valsalva with protrusion into left atrium (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448116004,Aneurysm of aortic sinus of Valsalva with protrusion into left ventricle (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448117008,Aneurysm of aortic sinus of Valsalva with protrusion into pericardial cavity (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448328001,Aneurysm of aortic sinus of Valsalva without rupture (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448843007,Aortico-left ventricular tunnel with aneurysm of intracardiac septal wall and aneurysm of extracardiac aortic wall (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,448975006,Aortico-left ventricular tunnel with extracardiac aneurysm of aortic wall (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,54160000,Congenital aneurysm of sinus of Valsalva (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,67362008,Aortic aneurysm (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,712578006,Aneurysm of aortic arch (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,737158007,Aneurysm of aorta due to and following procedure (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,74883004,Thoracic aortic aneurysm without rupture (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,75878002,Abdominal aortic aneurysm without rupture (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,838364007,Aortic aneurysm due to Loeys-Dietz syndrome (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,871536000,Aneurysm of pararenal aorta (disorder)
"Aortic aneurysm, unruptured",Aneurysm and dissection of specified arteries,871661008,Aneurysm of aorta at coarctation site following procedure (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,145851000119109,Dissection of thoracic aorta due to trauma (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,233994002,Dissection of thoracic aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,233995001,Type I dissection of thoracic aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,233996000,Type II dissection of thoracic aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,233997009,Dissection of distal aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,27651000146102,Dissection of descending aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,301899003,Dissection of proximal aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,308546005,Dissection of aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,405577005,Nontraumatic dissection of thoracic aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,408666009,Dissection of abdominal aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,425453009,Chronic nontraumatic dissection of thoracic aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,713029000,Dissection of thoracoabdominal aorta (disorder)
Aortic dissection,Aneurysm and dissection of specified arteries,713030005,Chronic dissection of thoracic aorta (disorder)
